"","20201209_30102534211221-01_P0094 D3 27 nmc2 30_12.RCC","20201209_30102534211221-01_P0094 D3 18 nmc2 30_03.RCC","20201209_30102534211221-01_P0094 D3 23 PD1 250_08.RCC","20201208_30102534591221-01_P0094 D3 8 nmc2 100_05.RCC","20201208_30102534591221-01_P0094 D3 9 nmc2 30_06.RCC","20201209_30102534211221-01_P0094 D3 17 nmc2 100_02.RCC","20201209_30102534211221-01_P0094 D3 16 IFN_01.RCC","20201209_30102534211221-01_P0094 D3 26 nmc2 100_11.RCC","20201204_30102534581221-01_P0094 D0 1_07.RCC","20201204_30102534581221-01_P0094 D0 2 _08.RCC","20201204_30102534581221-01_P0094 D0 3_09.RCC","20201209_30102534211221-01_P0094 D3 19 IgG 250_04.RCC","20201208_30102534591221-01_P0094 D3 14 PD1 250_11.RCC","20201209_30102534211221-01_P0094 D3 25 IFN_10.RCC","20201208_30102534591221-01_P0094 D3 10 IgG 250_07.RCC","20201204_30102534581221-01_P0094 IgG 250 D3 1_10.RCC","20201208_30102534591221-01_P0094 D3 7 IFN_04.RCC"
"TAF3 - mRNA",3.92780564260213,5.67098249143081,5.1108872444148,4.14670197536785,5.17358044376649,5.32299853806237,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,4.13413122040004,4.28387185478812,4.7707680076434,4.07076377888058,4.23441678277783,4.34078720083113
"MS4A2 - mRNA",3.92780564260213,5.11844146085098,4.85713064895757,4.50033896539574,5.21664921621303,4.96042835055578,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,3.94271801654841,4.28387185478812,4.52565554308167,3.98330101275111,4.33798141158456,4.09456275091373
"SERPINB5 - mRNA",3.92780564260213,5.53347897051252,4.68025283926029,4.43620868882231,5.08338273666273,6.15307340822532,5.93940803177171,5.3676725741793,3.84415422471054,4.69014238739633,5.46181213328202,4.2716348337825,5.15773226286527,4.52565554308167,4.56826345266013,4.33798141158456,4.09456275091373
"CD38 - mRNA",3.92780564260213,5.45947840710184,4.54900834885453,4.43620868882231,4.45111448924894,5.61250510611104,5.72528324898752,5.42907299363566,5.08859673573013,4.63951639017129,5.66344604284175,4.2716348337825,4.95842358337107,4.47120768919727,3.8901915961972,4.23441678277783,4.09456275091373
"AXL - mRNA",3.92780564260213,5.29901374069462,4.80054714050218,5.02117112290229,4.52150377002877,4.96042835055578,5.98831769572701,4.38219183199292,3.84415422471054,4.08008899983569,4.10960812001167,4.56709070071005,5.48893821797332,4.23019963108508,4.62715715144364,4.72500451790874,5.57525241886919
"JAG2 - mRNA",3.92780564260213,5.21155088341217,5.64854398953653,5.1060599862162,5.25846928881647,5.47500158825867,5.78186663995269,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,4.39716565362155,4.72709793840736,4.35573052598063,4.5068629608761,4.54443221771545,4.61087649096592
"ESR1 - mRNA",3.92780564260213,5.67098249143081,5.64854398953653,5.6772167985786,5.41458846947314,5.24053632698951,5.54085866917313,4.38219183199292,4.67355936364789,3.75774548029958,4.10960812001167,4.51264294477764,4.95842358337107,5.05617016823711,4.30522914412574,4.80746667507007,4.67958909275793
"CES3 - mRNA",3.92780564260213,6.01890581103194,5.80054714050218,5.1060599862162,4.77304249179763,5.54539086672292,5.78186663995269,4.38219183199292,4.67355936364789,4.53260110611095,5.04677465582616,4.67018425663441,5.06151687792496,4.52565554308167,4.5068629608761,4.4955226172345,4.25332439962963
"ZAP70 - mRNA",3.92780564260213,5.85540697195561,5.64854398953653,5.29870519506091,5.52150377002877,5.67663537045233,5.78186663995269,4.38219183199292,3.84415422471054,4.53260110611095,4.72484669187665,4.33576528161907,4.72709793840736,4.81516213180624,3.8901915961972,4.28139781188165,4.77688646422479
"CD79B - mRNA",3.92780564260213,5.60386831175309,5.36614421841593,4.62063320931245,4.45111448924894,5.15307342849817,4.27467830509831,4.38219183199292,5.35163119102927,5.41712393024707,5.42528634287013,4.56709070071005,4.28387185478812,4.85823090795938,4.44273268114378,4.59173805215509,4.16021504062683
"PDGFB - mRNA",3.92780564260213,5.96643828895889,5.44209305012385,4.78413190180102,4.82962598566383,5.15307342849817,4.27467830509831,4.38219183199292,4.76666872564051,4.15408955142472,5.46181213328202,4.39716565362155,4.28387185478812,4.2110489614867,3.8901915961972,4.39242905557595,4.16021504062683
"TGFB3 - mRNA",3.92780564260213,5.85540697195561,5.71127972530302,4.97677699937876,5.48673818180682,5.85351317159047,4.27467830509831,4.38219183199292,4.76666872564051,4.73905207915731,5.04677465582616,3.94271801654841,5.48893821797332,4.2110489614867,4.15322603446413,4.76682469204475,4.61087649096592
"KLRK1 - mRNA",3.92780564260213,5.60386831175309,5.82911618104132,5.2247044573611,5.93654117508448,5.24053632698951,4.27467830509831,4.38219183199292,5.41052485605681,5.15408955142472,4.89477149933695,4.39716565362155,4.28387185478812,4.90005103817791,4.79065596087105,4.9950935814872,5.03468413653634
"LIF - mRNA",3.92780564260213,5.29901374069462,5.6161226399582,5.36909435016125,5.77304249179763,5.24053632698951,4.27467830509831,4.38219183199292,5.01459618329611,3.75774548029958,4.10960812001167,4.13413122040004,4.66296755641934,4.72496425836294,4.79065596087105,4.59173805215509,4.50125186927712
"TNFSF10 - mRNA",3.92780564260213,6.11844148161637,5.51424294271906,5.46863000509494,5.2991112858769,5.85351317159047,4.27467830509831,4.38219183199292,4.76666872564051,4.29159302360736,4.10960812001167,4.51264294477764,4.52546405544876,5.05617016823711,4.30522914412574,4.4955226172345,4.71275610766887
"CD27 - mRNA",3.92780564260213,5.67098249143081,5.77140080540766,5.64920233506182,5.17358044376649,5.61250510611104,4.27467830509831,4.38219183199292,4.85413152948008,4.58704899171481,4.10960812001167,4.39716565362155,4.28387185478812,4.94069302670178,4.44273268114378,5.16110357816394,4.25332439962963
"C5 - mRNA",3.92780564260213,6.01890581103194,5.91157841454386,5.85941998739401,5.12918631191633,5.40100095901364,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,4.56709070071005,4.84739215033612,4.81516213180624,4.8901916448469,4.59173805215509,4.64564183321522
"GZMM - mRNA",3.92780564260213,6.56910288708062,5.88461137598771,5.80966697094284,5.52150377002877,5.47500158825867,4.27467830509831,5.3676725741793,3.84415422471054,4.00208634093009,4.10960812001167,4.85659733450365,4.95842358337107,5.23019963108508,4.8901916448469,4.72500451790874,5.06067928926675
"IFIT1 - mRNA",3.92780564260213,5.29901374069462,5.54900834885453,4.78413190180102,5.33863969759953,5.05996408897982,4.27467830509831,4.38219183199292,3.84415422471054,5.04161469294942,4.59931565108024,4.67018425663441,4.28387185478812,4.81516213180624,4.62715715144364,4.68193568526083,4.50125186927712
"PGPEP1 - mRNA",3.92780564260213,5.96643828895889,5.24415373107363,4.62063320931245,5.12918631191633,5.61250510611104,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,4.51264294477764,4.66296755641934,5.01869545711284,4.9833010583602,4.28139781188165,4.29771857171231
"EGFR - mRNA",3.92780564260213,5.67098249143081,5.74165347301883,4.97677699937876,5.12918631191633,5.47500158825867,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,3.98212829128127,5.11042659793206,4.85823090795938,4.84128198900595,4.39242905557595,4.46277780410475
"CCL13 - mRNA",3.92780564260213,6.01890581103194,5.01467196370624,5.02117112290229,5.12918631191633,5.54539086672292,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,4.51264294477764,4.72709793840736,4.2110489614867,4.44273268114378,4.72500451790874,4.77688646422479
"TNFRSF8 - mRNA",3.92780564260213,5.91199061053829,5.51424294271906,4.6772167985786,4.65274827872707,5.32299853806237,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,4.13413122040004,4.52546405544876,4.29432990166121,3.8901915961972,4.23441678277783,4.46277780410475
"TSLP - mRNA",3.92780564260213,5.45947840710184,5.51424294271906,5.14670197536785,5.25846928881647,3.79098780053728,5.8363144987552,5.84411065197207,3.84415422471054,4.63951639017129,4.38781158974131,3.94271801654841,4.72709793840736,5.01869545711284,4.23122847818512,4.23441678277783,4.16021504062683
"ARG1 - mRNA",3.92780564260213,5.38147588052836,5.54900834885453,5.29870519506091,5.58861801299887,3.79098780053728,4.27467830509831,5.3676725741793,3.84415422471054,3.83216139576162,4.10960812001167,4.06013076003879,4.28387185478812,5.35573056121276,4.84128198900595,5.12939480086993,4.83828687513485
"IDO1 - mRNA",3.92780564260213,5.38147588052836,5.74165347301883,5.36909435016125,5.52150377002877,3.79098780053728,4.27467830509831,4.38219183199292,3.84415422471054,4.22447885230468,5.04677465582616,4.13413122040004,4.52546405544876,4.52565554308167,4.23122847818512,4.68193568526083,4.09456275091373
"THBD - mRNA",3.92780564260213,6.0695318718268,4.85713064895757,4.93097325803811,5.08338273666273,3.79098780053728,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,3.94271801654841,4.28387185478812,4.47120768919727,3.98330101275111,4.23441678277783,4.25332439962963
"DLL1 - mRNA",3.92780564260213,5.73511273282084,5.47861904561481,4.93097325803811,4.52150377002877,3.79098780053728,4.27467830509831,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,3.94271801654841,4.28387185478812,4.52565554308167,3.8901915961972,4.28139781188165,4.42324945990912
"NT5E - mRNA",7.12755452978452,6.49695297548573,6.36614421841593,6.29870517673458,6.35800495734215,6.24053630790918,5.98831769572701,5.97339363806226,4.93659365641804,5.00208634093009,4.46181213328202,5.8996659619299,6.18081593178948,6.01869547936472,5.5682634830662,5.88546913555051,5.79248320667058
"CXCL3 - mRNA",6.7649843354354,6.91199059855826,6.87093649304525,6.50033898133167,6.37711373423623,6.32299853806237,5.78186663995269,5.42907299363566,5.35163119102927,5.00208634093009,4.66344607130651,5.39716565362155,5.81824580979034,6.05617016823711,5.76466074949494,5.68193571336311,5.48214311937599
"CDH11 - mRNA",6.60148562278491,6.45947839070811,6.78604752374476,6.31662694061001,6.75854295781213,6.32299853806237,5.98831769572701,5.9315734326525,5.41052485605681,4.53260110611095,4.72484669187665,5.39716565362155,5.41298931264586,6.05617016823711,5.50686299260417,5.95946969380991,5.8079133172979
"MICA - mRNA",6.1275545194672,6.63781553398549,6.58295566931197,6.18623032414496,6.15155421246358,6.24053630790918,5.8363144987552,5.75100123586055,5.22610036355002,5.15408955142472,5.13988401384381,5.69484626957102,6.08617899293524,6.01869547936472,5.62715712225382,6.0298590890464,5.91153599248268
"BID - mRNA",6.41706109351704,6.53347898608656,6.63242438751054,6.48457168035857,6.25846926997184,6.15307340822532,6.08142704472536,5.6514655202132,5.35163119102927,4.78635777476626,5.26916708339774,5.64509326075994,5.98489576520347,6.05617016823711,5.91403843704604,5.82736615557941,5.69626791026011
"RPTOR - mRNA",6.71251702706657,6.16574718500725,6.49654101113267,5.99914472429989,5.88407378659805,6.24053630790918,6.08142704472536,5.54455039136376,5.67355936364789,5.25842628473569,5.18427819147953,5.76639949420888,5.75812488154643,6.14580733265718,5.93749729371276,5.99509360410611,6.16021504062683
"XCL1/2 - mRNA",7.04509238962028,6.53347898608656,6.36614421841593,6.0428661959909,6.23771077944823,6.15307340822532,5.8363144987552,5.75100123586055,5.5740236174132,5.38675032718047,5.66344604284175,5.51264294477764,5.52546405544876,6.26262107461296,5.76466074949494,5.99509360410611,5.85323730966582
"WDR76 - mRNA",7.08691254970888,6.82626073308954,6.64854398953653,6.38616798672237,5.98716735537387,6.28235645471073,6.72528324898752,6.23642798266487,5.72086505654296,5.08008899983569,5.13988401384381,5.87829241898096,6.15773226286527,6.09269600740399,5.76466074949494,6.0298590890464,5.59317440905172
"CEACAM3 - mRNA",7.08691254970888,6.93947134017925,6.74165347301883,6.43620865550172,6.23771077944823,6.24053630790918,6.4737445131578,6.01403562830003,5.35163119102927,4.73905207915731,5.26916708339774,6.2045205561165,6.06151687792496,6.24650140713839,6.15322605473483,6.12939480086993,5.89718063479304
"FBP1 - mRNA",7.00202350419613,6.88397622920084,6.24415373107363,5.8347580561207,5.85710673070141,6.4384757554823,6.63601584880661,6.20166253836894,5.15898603737461,5.47601759769149,5.34933753319204,5.76639949420888,5.98489576520347,5.87929240238237,5.53788986054712,5.99509360410611,5.66271542387477
"FCN1 - mRNA",7.16708288978846,6.60386831175309,5.91157841454386,6.33432894477153,5.93654117508448,6.15307340822532,6.03562338191537,6.30354219070007,5.29023067248037,4.78635777476626,5.34933753319204,5.4846285834792,6.0108908557719,6.21371150652938,5.59801092016057,5.88546913555051,5.83828690035079
"PVRIG - mRNA",6.91182588765314,7.06953188256752,6.03933392112034,6.02117112290229,5.58861801299887,6.19746747905179,6.36682923681973,6.12951288178159,4.93659365641804,4.69014238739633,5.18427819147953,5.59356289879235,6.13427339671034,5.49868842930111,4.9833010583602,5.36546207667013,4.86803435335696
"RASAL1 - mRNA",7.16708288978846,6.82626073308954,6.47861904561481,5.64920233506182,6.17358046375321,6.3625268554936,6.21071012680291,5.75100123586055,4.67355936364789,4.22447885230468,5.34933753319204,5.39716565362155,5.75812488154643,5.6287488988969,5.26870318951265,5.72500451790874,5.53872665146656
"IL34 - mRNA",7.00202350419613,7.04444080946061,6.71127972530302,6.60613362362345,6.01182934870178,6.24053630790918,6.50769182469624,6.36767255670845,5.01459618329611,4.35572326814188,5.46181213328202,5.69484626957102,5.72709791117117,5.6287488988969,5.26870318951265,5.86636036206281,5.82318014253403
"IL1A - mRNA",6.86452009299877,6.25594501102959,6.77140080540766,6.18623032414496,6.31901079512743,4.96042835055578,6.21071012680291,6.45882047507323,5.15898603737461,4.91962425488717,4.99786508093077,5.13413126148162,5.29099891972839,5.72496425836294,5.3408530574162,5.33798141158456,5.18406173099188
"CXCR2 - mRNA",6.86452009299877,6.85540698441485,6.6644855852373,6.62063319465139,6.53857722574532,6.19746747905179,6.08142704472536,6.33596369193398,5.41052485605681,4.83216144640807,4.99786508093077,5.23846802543335,5.48893821797332,5.96059256290368,5.79065593480871,5.65990946367,5.52011101400745
"VTCN1 - mRNA",7.00202350419613,6.73511273282084,6.69584974513596,6.24356363944042,6.19527548145516,6.15307340822532,6.40335509274161,6.23642798266487,5.41052485605681,5.29159298677358,5.26916708339774,5.06013071679503,5.87596134675164,5.94069300321369,5.59801092016057,5.65990946367,5.42324942628788
"IL7R - mRNA",6.91182588765314,6.67098250558903,6.5996344644274,6.40304168695537,6.6837751969229,5.73803584812792,5.78186663995269,6.27037547033612,5.01459618329611,4.87655554888437,4.94723898851038,5.02165658884915,5.45146355313326,6.18015896305515,5.40956574623967,5.39242905557595,6.04774032663428
"CCL4 - mRNA",6.48119141038367,6.63781553398549,6.68025283926029,6.31662694061001,6.19527548145516,6.01105454666099,5.93940803177171,5.9315734326525,5.35163119102927,4.58704899171481,4.89477149933695,5.2045205561165,5.41298931264586,5.65341104356926,5.30522918061302,5.49552264921295,5.72905777534763
"TNFSF4 - mRNA",6.91182588765314,6.45947839070811,6.75660375555584,6.10606000716057,6.19527548145516,6.05996408897982,5.93940803177171,6.0535639979168,5.35163119102927,4.87655554888437,5.13988401384381,5.51264294477764,5.24793013307168,5.6287488988969,5.3408530574162,5.41890133563159,5.64564183321522
"CTLA4 - mRNA",6.7649843354354,6.3408339059193,6.32661586588887,6.06423982715387,6.2991112858769,6.05996408897982,5.88878198808802,6.09203817202469,5.35163119102927,4.73905207915731,5.34933753319204,5.42691298304228,5.06151687792496,5.92051514277924,5.3408530574162,5.65990946367,5.67958909275793
"MS4A6A - mRNA",6.65806926314974,6.93947134017925,6.91157841454386,6.75813678370968,6.9620763680269,6.54539085127694,6.36682923681973,5.9315734326525,3.84415422471054,5.2244788137169,4.72484669187665,4.89966593776427,5.6953890847325,6.14580733265718,5.62715712225382,5.9773916478897,6.06067926765309
"LTB - mRNA",6.71251702706657,7.42100425219803,7.17905880357785,6.54663262169559,6.63698088597763,6.67663537045233,6.57328012827201,6.09203817202469,3.84415422471054,4.63951639017129,4.84032384214897,5.23846802543335,5.45146355313326,5.32535694590214,5.40956574623967,5.88546913555051,5.95376422833289
"KIR3DL1 - mRNA",7.12755452978452,7.32007526965572,7.51424294271906,6.53136587932573,6.88407379881216,6.4384757554823,6.75385238460813,6.97339362658141,3.84415422471054,4.29159302360736,4.72484669187665,5.64509326075994,6.08617899293524,6.35573056121276,5.91403843704604,5.7460660788851,5.95376422833289
"TREM2 - mRNA",7.16708288978846,6.96643830049522,6.93805071131441,6.35181649751741,6.71414875767399,6.40100095901364,6.72528324898752,6.9526351564311,4.67355936364789,4.69014238739633,4.72484669187665,5.13413126148162,5.81824580979034,6.3099267590841,5.8161911069318,5.94132232332833,5.761119103838
"BIRC3 - mRNA",6.91182588765314,6.93947134017925,6.9895809013168,6.26217916772614,6.93654116330658,6.54539085127694,6.25135195384578,6.42907299363566,4.67355936364789,4.15408955142472,4.59931565108024,5.51264294477764,6.15773226286527,5.96059256290368,5.26870318951265,5.76682469204475,5.66271542387477
"TNFSF18 - mRNA",7.12755452978452,6.49695297548573,7.06358154633597,6.9540569439685,7.31901079512743,6.24053630790918,5.78186663995269,5.9315734326525,5.15898603737461,4.08008899983569,4.10960812001167,5.33576528161907,5.6953890847325,6.49868842930111,6.34085303961753,6.16110357816394,5.92574972528493
"FAM124B - mRNA",7.16708288978846,6.45947839070811,7.13397077767494,6.97677701083272,6.63698088597763,6.01105454666099,6.21071012680291,6.23642798266487,5.35163119102927,4.63951639017129,4.46181213328202,5.33576528161907,5.75812488154643,6.2943299200432,5.59801092016057,5.36546207667013,5.44314894089304
"SELL - mRNA",7.00202350419613,6.96643830049522,6.95110681241372,6.50033898133167,6.71414875767399,6.54539085127694,6.40335509274161,5.97339363806226,5.01459618329611,4.91962425488717,4.10960812001167,4.85659733450365,5.90397569315862,6.42897949824394,6.00566873877144,6.01258107580024,5.52011101400745
"MMP7 - mRNA",6.48119141038367,6.67098250558903,6.64854398953653,6.79695602139505,6.87065331603935,5.79692957934902,5.93940803177171,5.48796682466903,3.84415422471054,3.75774548029958,4.10960812001167,4.89966593776427,6.52546405544876,5.70150539285631,5.40956574623967,5.88546913555051,5.66271542387477
"TNFRSF11B - mRNA",6.86452009299877,6.63781553398549,6.63242438751054,6.31662694061001,6.53857722574532,6.28235645471073,5.93940803177171,6.27037547033612,3.84415422471054,4.08008899983569,4.10960812001167,4.71909383067205,5.11042659793206,6.07454885014452,5.44273271431403,5.61482148672589,5.135967383601
