"","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D0 Control-3_03.RCC","20201201_30102534601221-01_P0092 D0 Control-1_01.RCC","20201201_30102534601221-01_P0092 D0 Control-2_02.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC"
"IFIT3 - mRNA",10.5423013444806,10.5552858646949,10.3226446027448,5.87096704848117,5.77352317960358,5.99830187316373,6.19526811796861,6.22849666426137,6.0938003659054,6.27149395447241,6.1529300314826,6.03111425276485,6.13057151001613,5.82769334211723,6.16820476467382,6.19864093017772,6.12559240006898,6.18003964303411,6.18007639314011,6.21788212822128,5.87098267723172,6.1640953307651,5.97466779354841,7.28474574501116,6.87663543914425,7.9527519094059,6.40058137372345,7.2880937176994,7.05833746257753,6.8204977372643,7.21848858947201,7.87470927796011,7.64899462176469,7.17532035786089,7.3900070126558,3.22973526082972,7.25792599956958,7.38643550037423
"IFI35 - mRNA",10.0179287708011,10.0716761015688,10.0660949396937,6.89143125381192,6.88394734058739,6.96792824380777,6.66919930866364,6.93585573917392,6.70774195460141,7.06157094449901,6.97196666711735,6.85365563592683,6.91456725007019,6.69367591726583,6.7020283878623,6.73469381145272,6.94543829969585,7.02161034358624,6.8648120270667,6.74091685066909,6.5594497951708,7.1337217022682,6.96461408460594,7.28474574501116,6.36206246450432,7.38159522468096,7.19704807226724,6.78285847198025,6.96104027557121,6.43989376708072,6.24051491869874,6.86232549097623,7.27702583592146,7.40413899938177,7.0603016059985,3.22973526082972,7.25792599956958,7.56331324687139
"OAS1 - mRNA",9.12411720867455,9.24512760000259,9.29286587024955,7.64857460454783,7.44337459825666,7.3440766992761,6.85316219022626,6.89383253908013,6.51509691806511,6.71995443818159,6.83246725523763,6.78402142910406,6.86924345789627,6.65485669029481,6.6870780078571,6.52056904077912,7.03498983129498,7.08462010780159,6.91061573795499,7.05777396493789,6.66636488108809,6.74905788513576,6.75893906697077,6.79931897890579,7.87663543914425,7.33977512328771,6.61208556663003,6.95794514185333,6.11973794680552,7.25113217312156,6.55367287935007,7.447288082628,7.68141601575879,7.49724847670341,7.8508481937529,3.22973526082972,4.09524779768106,3.91156206901603
"PSMB10 - mRNA",9.39604917026096,9.29388695647654,9.46021689699885,6.16794881948871,6.38018081952328,6.6031640447842,6.89323958618277,6.55042470912414,6.56119330279356,6.75262065089867,6.66162643939782,6.79192665687717,6.88451021623826,6.62838457199648,6.27204055058169,6.66927068170973,6.79580226678511,6.94896495589797,6.73988534394412,6.72394387941288,6.60317106392864,6.88898816972371,6.66272378248717,7.06235335451556,7.46159809946961,7.25231230263246,7.10685011613101,6.47251831468308,7.17863172963434,7.18770681873078,7.2622100026134,6.95854086063391,7.18956293304606,7.19768824705447,7.45076107743045,6.84786758418782,7.11353616365691,3.91156206901603
"ISG15 - mRNA",10.1872884843347,10.2927967994581,10.1780956858017,5.95113741848508,5.31409169942814,5.83960420954652,7.28837750021051,6.96996365659642,7.06209160146675,7.18637740274141,7.45358928418385,6.8611893492189,6.98235747398039,6.78038767856578,6.71682531781986,6.81755069886975,7.18699301274791,7.26953778631817,7.19601792760728,7.03730983283153,6.83476237859885,7.22778999004112,7.03356146057822,7.86970839068429,8.46159809946961,7.29670634256233,7.19704807226724,7.2880937176994,7.60086467710665,7.67775759159603,7.63906431426963,7.9930291537209,8.25565217041246,7.76028280534835,7.89524225326924,3.22973526082972,7.18753677583396,3.91156206901603
"GBP1 - mRNA",11.8457238567966,11.6650877798392,11.513824802397,5.49657160856616,5.06897913443639,5.62279283749561,5.22697702135309,5.15923402926524,5.22559021499082,5.38697113741493,5.29787818432355,5.23042303679215,5.12200944013114,5.61496400103872,5.35004311563992,5.21910500175202,5.034989820294,5.44307406213287,5.4783002132926,5.05098483666462,5.03958227903238,5.60888016358401,4.66272379672667,8.60667392686971,6.36206246450432,9.98702186203992,6.40058137372345,4.45440721921336,6.48897180398796,6.17140496816718,6.51804882410639,5.95854086063391,8.85489890699915,8.69102005040677,8.70882919663826,3.22973526082972,9.35746166400882,6.95033625825809
"GBP2 - mRNA",10.6023260977597,10.5268258713519,10.4401551745169,7.91160904393459,7.5808782109236,7.75318940625462,6.31812488504085,5.96996365659642,5.98977733590931,5.87635599421183,5.85427156365381,6.14659152448916,6.42317902168358,5.89586487680412,6.27204055058169,6.26903020943044,6.37813447914184,6.08462009717262,6.09194555790578,6.03730982184822,6.02893497309823,6.25155811521009,6.04314763899757,8.06235334911841,7.72463240162888,8.05966726389232,7.24011671810478,6.95794514185333,6.85670363225737,6.73434112375637,6.44404830977115,6.39666187139073,9.25565217041246,9.06406365190671,9.28547630073773,7.05431846916995,8.18753678078254,7.56331324687139
"IFI6 - mRNA",9.38294547508839,9.45847482741324,9.5364828405217,6.74168412937049,6.70640907040145,6.92113396824798,5.51076995846292,5.35777965097169,5.37759341639842,5.66381139859433,5.78027101239825,5.93443830237619,5.99647857311208,5.4882068094899,5.59396857826357,5.75585832294213,5.75583581584447,5.64052022968238,5.4431107392831,5.76600797349135,5.55203228087359,5.78858622177265,5.59915872542035,7.47739080791864,8.80263488419348,7.33977512328771,7.15265388162591,7.85102993793681,7.05833746257753,7.723200546299,6.89656051638058,7.95854085483408,8.9904628935069,8.93687153658104,9.06030160870091,6.95478275142539,7.18753677583396,7.56331324687139
"IFITM1 - mRNA",10.998299982332,10.9716863291494,11.047010218356,5.78607825771635,6.04201199114626,6.08576468122487,5.45830259599363,4.81345917139594,5.02967006881162,5.11279615633633,4.91085515148793,5.46605142794677,5.58767303105121,5.17727780305844,5.71682533153526,5.57715252925602,5.58388308134695,5.49965760708044,5.08054071674677,5.53251776302075,4.70700687821087,5.4371138917709,5.51898839629415,7.64731579766713,7.2551471728932,7.71174383954721,7.43805614000572,7.2880937176994,7.17863172963434,7.08701278811183,7.71968272428761,7.54350329949025,9.22848198629774,8.92351310420173,8.96978927996417,6.84786758418782,7.72358960474639,7.81706972174988
"HLA-DQB1 - mRNA",6.80847531924815,6.79356421699728,6.57379035935191,4.9896115761181,5.31409169942814,5.2206943364134,3.15322408847478,3.39842165501467,3.25200336261259,3.77399421590636,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,2.91043833744184,6.36206246450432,6.77587416529762,7.05954449345743,4.45440721921336,6.57916963145516,6.26656209984541,5.58843821121584,5.46377617310239,9.62835486713989,10.0239433090293,9.89250742806631,3.22973526082972,7.03553360651072,3.91156206901603
"CXCL11 - mRNA",8.81239032721955,9.00268438532818,9.60767865295155,3.22754347715212,3.62067906837731,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,2.91043833744184,6.87663543914425,4.26985221203887,7.05954449345743,6.82866210713906,5.99420719108816,5.79943617429573,6.28358366584438,6.49619770019288,6.51149100026028,7.0579633016576,6.31027980102777,3.22973526082972,4.09524779768106,3.91156206901603
"OAS2 - mRNA",8.65995289983383,8.72409943658223,8.8142123034611,4.06361217572589,3.62067906837731,3.8336006574892,3.79087794280149,3.47642407340266,3.25200336261259,4.85645650499427,4.33969845851316,3.79978868747478,3.93914531803982,3.86055981959543,4.00247237281457,3.85844168851072,4.18699299294614,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.20362387765003,4.47716808549576,2.91043833744184,7.55470746242538,7.29670634256233,6.32257887405545,7.2549268172703,6.2352151913558,6.86172038614774,7.15031719651318,7.51213907827325,7.81891953375846,7.68311498577488,7.60573563203428,3.22973526082972,7.03553360651072,3.91156206901603
"IDO1 - mRNA",12.0435530145802,11.9076178758329,12.3059220187339,3.22754347715212,4.40155456201014,3.8336006574892,3.70341503640532,3.28005479309131,3.25200336261259,3.85645650499427,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.11375199925841,4.23429866684342,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.56485375727068,7.36206247327378,8.7758741718803,6.79651011358044,6.52910188678928,6.99420719108816,6.29693580354497,6.81083067966973,6.86232549097623,7.12030021908635,6.72990914497851,6.9593726755284,7.05431846916995,8.18753678078254,3.91156206901603
"GBP4 - mRNA",10.311436936237,10.131433731135,10.3650909181685,3.22754347715212,4.63601975079892,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.93445894360503,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.42404364402674,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.06235335451556,7.55470746242538,7.8372747055733,6.79651011358044,6.68664317885846,6.66405855964985,5.56995431566748,5.2835836843638,6.28974663586197,8.3594879191144,8.0579633070712,8.28547630304963,6.60685947443669,7.45057106455141,7.2551908320093
"CXCL10 - mRNA",9.19180398851069,9.56705563640435,10.4247475662524,3.22754347715212,4.12144656968029,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.64731579766713,2.54527724159701,8.88166888916282,3.93411062164778,4.45440721921336,4.35155787445556,3.87715075821664,5.36604574990096,5.81169954190256,7.3594879191144,8.0579633070712,8.13625035044228,3.22973526082972,4.09524779768106,3.91156206901603
"CXCL9 - mRNA",7.84715591591996,7.67808708573498,7.76833912162062,4.32664656717984,4.31409169942814,4.41333946271721,3.15322408847478,3.47642407340266,3.25200336261259,3.77399421590636,3.8542715885919,3.77884282319957,3.91440445965446,3.86055981959543,4.49443289191161,4.23928285356494,3.98054212766442,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.41945259689316,7.47739080791864,2.54527724159701,7.38159522468096,6.40058137372345,6.47251831468308,4.35155787445556,5.71197336704466,5.95100825062212,5.7592320420997,7.25565217041246,6.98267525710405,6.89524225326924,6.73239031458239,4.09524779768106,3.91156206901603
"A2M - mRNA",5.57031561802676,5.65111981922865,5.37823967041622,6.59966510869264,6.48401670892908,6.52186386160186,4.79087794280149,4.51389886191003,3.9487501549662,4.93445889642542,4.70226856164843,4.13420771225685,4.99647859570928,3.86055981959543,4.27204051324531,4.87671279600528,4.80366427418754,4.7378173442752,4.26652061062843,4.87765326896444,4.27404751512377,5.18399498080331,4.53266325186358,6.93682248616989,7.13967000662845,7.2065085510545,7.73761633502999,7.07658956780914,7.02662862955034,7.06952531997279,7.17340067195857,7.00434444005032,12.0065466060465,11.557944389819,11.8137442076564,7.05431846916995,7.03553360651072,7.03279858695618
"FLT1 - mRNA",3.98535323875698,4.87739580192755,4.91589644017189,5.32664660312945,4.83765361449127,5.36753566608496,3.87334006245828,3.55042469373196,3.89216668639447,4.64072774967986,4.38034046676106,4.40550972468467,4.01509430632388,3.86055981959543,4.00247237281457,4.39128607686901,4.28010239238718,4.12105553054116,4.49557825866191,4.57099188294747,4.12022759048781,4.51773230637309,4.71163338771462,7.79931897890579,6.72463240162888,6.95275191522904,6.40058137372345,6.95794514185333,6.74422892217568,6.41241311694331,6.92404126902398,7.3441945694571,11.2529580055782,10.7844989624756,11.0675940493855,7.67098984660823,4.09524779768106,7.32230503087267
"PECAM1 - mRNA",5.60684151986029,5.41505248970412,4.88347492663658,5.74168412937049,5.17207265704142,5.62279283749561,4.79087794280149,4.62081405680549,4.70774194079938,5.14596307238855,5.29787818432355,5.20696409105753,5.06954205399331,4.45845957055417,5.14650961758458,5.21910500175202,5.30247018599466,5.14499270539435,4.88462048429056,4.87765326896444,4.37838413331863,5.12345331867659,5.35933161449682,6.64731579047093,7.13967000662845,6.71174384642911,6.85309354361047,6.63601706727374,6.70470049593573,6.61886401586473,6.71968272428761,6.91123507161777,10.236686787953,9.66316033518801,10.0282677871335,6.73239031458239,4.09524779768106,7.32230503087267
"C1QA - mRNA",5.28491346937859,5.24512760238005,5.09646874484913,5.44212381225332,5.67164364213239,5.54262242356294,4.02534317559185,3.55042469373196,3.25200336261259,4.81581440666674,4.25480966024717,4.56162894231143,4.34440187330421,3.86055981959543,4.35004308026861,4.3172854700967,3.80366422253074,4.12105553054116,4.26652061062843,4.36745850541612,4.12022759048781,4.85215134110021,4.5051824255404,7.47739080791864,7.13967000662845,6.89616839058949,6.96000882685923,7.11406431461072,6.78270302395203,6.64271068249873,7.00347570299873,7.13362749295422,8.64077416359051,9.15831382840231,9.22588758986261,3.22973526082972,7.32504023570225,7.2551908320093
"CCL4 - mRNA",5.28491346937859,5.75608951431649,4.97863217111616,4.06361217572589,4.56201914797858,3.8336006574892,4.91286840802064,4.58604868154985,3.64062775282772,5.38697113741493,4.96530287511892,4.8611893616283,4.89961692903359,3.86055981959543,4.42404364402674,4.85071752675902,5.06146218286872,5.14499270539435,4.68822339256443,4.81491745908942,4.37838413331863,5.4371138917709,5.29659587008264,7.28474574501116,7.13967000662845,7.50023964923526,6.67621579183532,7.47251831468308,7.28966307042307,7.37018479066241,7.70391539865196,7.5742001449026,9.76321013719307,9.87576003607671,9.70259725324062,7.23489065351531,7.38917060989401,6.95033625825809
"FCGR2A - mRNA",4.80847530637695,5.05248249726665,4.26418427134966,5.91160904393459,6.06897913443639,5.87277105057906,4.70341509177927,4.08647773834022,4.60586242777064,5.24112037218302,4.73397738523361,3.97666653322892,4.61233498104912,4.23104902643555,4.56154713722873,4.46167529672643,4.52802983157411,4.38418032057216,4.26652061062843,4.64499252812333,4.44397245028257,5.4371138917709,4.58610238049573,6.93682248616989,6.55470747009866,7.25231230263246,7.88057432547581,6.99858706768376,7.31613524976303,6.79943617429573,7.21848858947201,7.25227201973404,9.44222837618967,9.81917659714295,9.72736512276657,7.05431846916995,7.67296350120489,7.90726762474354
"TREM2 - mRNA",4.80847530637695,5.13265284125078,4.94760528743213,5.74168412937049,5.67164364213239,5.73526740865142,4.51076999010518,4.35777965097169,4.80289918911005,5.24112037218302,5.1876953492344,4.32062085391535,5.06954205399331,3.87349706983301,4.49443289191161,4.8242454052112,4.89481223498694,4.60657287021552,4.56269241382217,5.27726072688216,4.59597549070081,4.57913289039964,4.16229480343875,6.79931897890579,6.36206246450432,7.60986430055748,7.40058137372345,7.44337194581468,6.89232749978619,6.66616971028183,6.97748047851984,7.3441945694571,8.3594879191144,8.7299091483764,8.50905963418247,7.53974525602318,7.18753677583396,7.99215651494676
"FCGR3A/B - mRNA",5.09226838086342,5.2807515093274,4.88347492663658,4.82914696269077,4.31409169942814,5.05719554687061,4.40385477158455,4.08647773834022,3.25200336261259,4.89598483149389,4.82512522461053,3.97666653322892,4.40211740318902,3.86055981959543,4.56154713722873,4.39128607686901,4.60203053182853,4.12105553054116,4.26652061062843,4.41052733214867,4.12022759048781,4.48602349003187,5.09014490508486,7.17783070977035,7.94702492430133,7.42223714741598,7.19704807226724,7.82866210079287,7.11973793643215,7.37018479066241,7.42493948373038,7.97012880669876,8.49334363593529,8.7826506429462,8.58555778264405,7.31735285148549,7.67296350120489,7.2551908320093
"FPR3 - mRNA",5.28491346937859,5.13265284125078,4.97863217111616,4.20111573085002,4.70640904277187,4.73526740865142,3.70341503640532,4.39842172342437,3.9487501549662,4.81581440666674,4.63668012336159,4.03111425276485,4.56258203587798,3.86055981959543,4.56154713722873,4.27881130859096,4.60203053182853,4.12105553054116,4.56269241382217,4.87765326896444,4.16157275361933,4.72209082032716,4.44859903694023,7.79931897890579,7.80263488419348,7.42223714741598,7.85309354361047,7.2880937176994,7.28966307042307,6.92142665456717,6.78108331914206,7.17426954137854,8.3085040204167,8.72221478444188,8.50905963418247,7.14742792240705,7.50946478164692,7.56331324687139
"ENTPD1 - mRNA",5.32930761789227,4.92319944092372,4.74597145665105,5.20111569163227,5.26828799811701,5.90519250638668,4.70341509177927,4.51389886191003,4.53371253111518,4.97193370709091,4.45834289126027,4.73565837124423,4.58767306105094,4.15889917764391,4.8570030637483,4.87671279600528,4.89481223498694,4.79921799257185,4.26652061062843,4.78249595227463,4.30967133755426,4.82706044513921,4.71163338771462,8.12124703234306,8.30959486597301,8.18304954076037,7.64450698696837,7.66155207209306,7.64330001742061,7.15491681638864,7.19612076266973,7.58930700070302,8.57326729973337,8.56763769698669,8.99039952860037,7.46935601729441,8.32504023570225,7.86287350632409
"GIMAP4 - mRNA",5.09226838086342,5.78118049343834,5.35478056623765,4.64857461892767,4.48401674116359,5.2206943364134,4.56139610027297,4.39842172342437,4.20250666282438,4.59342213900103,4.82512522461053,4.73565837124423,4.72969197592418,3.96095998056467,5.05631174029071,5.25918234403263,5.2801024295155,4.79921799257185,4.93615085004789,5.05098483666462,4.34443695664404,5.20362387765003,5.12667090075831,7.47739080791864,7.2551471728932,7.98023268417287,7.40058137372345,6.99858706768376,7.11973793643215,7.21976793737672,7.51804883197715,7.74581155247574,8.82618759044087,8.55035976034617,8.75171505015945,7.67098984660823,7.62049604858206,7.67022833364909
"CCL3/L1 - mRNA",5.98535321598485,6.05248247552984,5.37823967041622,4.82914696269077,5.06897913443639,5.69874155484776,5.74780913562779,5.31595952701549,4.9487501549662,5.83627866794741,5.82512522461053,6.04441112557249,5.71837661474401,4.19542508597487,5.10211554913937,6.18829892264793,5.83469111925044,5.53618342092605,5.35118837288889,5.30034432287069,5.12204436368065,6.36049254356861,6.17106498132491,2.91043833744184,7.2551471728932,6.89616839058949,7.51020579325851,7.11406431461072,7.05833746257753,7.23553528121851,7.9643051682302,7.75923203544064,10.7364574680888,11.0640636512329,10.7977545248142,7.05431846916995,7.03553360651072,3.91156206901603
"HLA-DQA1 - mRNA",7.42446477611199,6.74337845004659,6.34290654083054,5.59966512356833,6.06897913443639,5.83960420954652,3.610305676313,3.62081405680549,4.00319788362317,4.27149395447241,3.58216372449965,3.77884282319957,4.28428077207039,3.86055981959543,4.00247237281457,4.19864093017772,3.77485757206847,4.12105553054116,4.26652061062843,4.32306441882038,4.12022759048781,4.0848124687923,4.01419601636628,2.91043833744184,6.87663543914425,7.25231230263246,7.76736372739653,7.32051522123804,7.48897179595696,6.8204977372643,7.02901082153898,6.93508185129954,11.2202301100733,11.5644138639262,11.4847516124931,6.95478275142539,7.25792599956958,7.2551908320093
"HLA-DMA - mRNA",7.58869416790379,7.51565653313214,7.46843735404265,6.29627294720196,6.0954514380078,6.1137790402382,4.28837753712648,4.72034966781039,4.60586242777064,5.11279615633633,4.73397738523361,4.40550972468467,4.75205982910612,4.33292872426371,4.90947051920089,4.87671279600528,4.86506491786055,4.8866807545738,4.83118130733997,5.10442405764606,4.73347913376107,4.82706044513921,5.03356144956633,6.93682248616989,6.13966999639742,6.95275191522904,7.51020579325851,6.78285847198025,6.78270302395203,6.43989376708072,5.65555233211482,6.36189653675834,9.25565217041246,9.61411220353564,9.40543702787921,7.46935601729441,7.25792599956958,7.18480165946758
